review,expected,but got
"""Three Daring Daughters"" is a sickly sweet, rose-colored look at divorce, remarriage, and single-parent living. Obviously, social issues and economic difficulty have no place in the picture perfect life of a single parent mother who feels exhausted, takes a cruise, and then dates and marries a band conductor. Even when the ""its just a movie"" phrase excuses the script from addressing real-life problems, 'Daughters' suffers from too many incoherent high-note songs, children whose personalities are not based on real children and band leader Hose Iturbi playing himself. Isn't it bizarre that any real person would star in a film in which their supposed real self gets married? <br /><br />Admittedly, this movie was released in the nineteen forties. Only a love for old style Hollywood romance and comedy could make 'Daughters' a tolerable film.",0,1
"I guess this is in the public domain as its out on DVD. First off, this is a feel good propaganda movie to be shown to a wartime Aussie audience, so its not to be considered a serious retelling of Tobruk. The first half to 3/4 is very dry stuff set in Australia, I guess like many American war films where the recruits are getting together, oh man its soooo long. Than we get to Africa and Tobruk, pretty bad, low budget stuff. The battle scenes on the DVD copy I watched were almost completely black. See it if you must, but be prepared to use the fast forward as I doubt you can take it after a few minutes. I enjoyed the cheesy Italian ""Battle of El Alamien"" a whole lot more, also Richard Burton did an African theater war flick that was good ""The Desert Rats"", this movie is just a real period piece and should have stayed in that time, does not hold up well today (I doubt it was highly regarded back then either). I say the same thing about my American counterpart war flicks so don't take it personally Aussies (I love Australia, been there twice!).",0,1
"The key scene in Rodrigo Garcia's ""Nine Lives"" comes when Sissy Spacek, hidden away in a hotel room where she is carrying on an affair with Aiden Quinn, find a nature documentary on television, at which point Quinn notes the contrivance of such things--disparate footage is edited into one scene, predators and preys are thrown together in order to capture the moment--all to force connections where none actually exist. Characters in the nine shorts that make up this film occasionally spill over into each others stories, but none of them ever seem to really connect. A woman preparing for a violent confrontation with her abusive father is later seen working in a hospital room where another woman is preparing for a mastectomy. A man who runs into an old girlfriend in a supermarket and sees how his life should have been later hosts, with his current wife, a dinner party for an unhappy couple. Garcia arranges some of his characters in front of each other, but none of the subsequent stories ever really build on what came before.<br /><br />Garcia's first film, the wonderful, overlooked ""Things You Can Tell Just By Looking At Her,"" also had a short-story structure and overlapping characters, but there were fewer of them and they had a lot more room to breathe and grow. The gimmicky premise of ""Nine Lives,"" that each of its nine stories is told in a single, unbroken take in real time, never allows the film to build up any real dramatic tension or momentum. It's also a fairly visually ugly movie. Interior shots are often murky and hard to watch, while other scenes--particularly one where a girl walks back and forth between rooms to talk to her uncommunicative parents--are rendered annoying by the camera-work. Given that this is Garcia's third film and that he has a respectable history of directing for television, the direction in this film is rather surprisingly amateurish. Like fellow filmmaker-child-of-a-great-writer Rebecca Miller, Garcia (son of Gabriel Garcia Marquez) is focused on the writing and character aspects of his films often to the detriment of the film-making ones.<br /><br />Individual scenes are touching and even affecting. I did like Jason Issacs kissing Robin Wright Penn's pregnant belly. And Joe Mantegna whispering lovingly to his wife as she slips into pre-surgery sedation. And Sissy Spacek stealing a few happy moments away from her life with Aiden Quinn before brought back to it with a phone call from her daughter. But the film (unlike ""Things You Can Tell Just By Looking At Her"") feels more like an exercise than actual drama. We are just watching people act.",0,1
"The story is very trustworthy and powerful. The technical side of the movie is quite fine.. even the directing of it. The main problem is with the castings, that turned that movie into almost another local and regular cliché with a great lack of impact and even greater lack of impression. Beside the small role of the father, Rafael (played impressively by Asi Dayan), all other actors were unfortunately not in their best. The role of the elder Blind girl, played by Taly Sharon, was fresh but without any intensity as the leading role. therefore the figure she acted had become mild and low profile. There were moments and episodes that looked more like a rehearsal then a real movie. But after all it's a good point to begin from and to make big improvements in the future.",0,1
"This is probably the first entry in the ""Lance O'Leary/Nurse Keat"" detective series; in subsequent O'Leary films, he was played by much younger actors than Guy Kibbee.<br /><br />A group of relatives (all played by well-known character actors) gathers in an old house (on a rainy nite, of course!) to speak to a wealthy relative, who goes into a coma.<br /><br />While they wait for him to recover, all sorts of mysterious goings-on happen, including a couple of murders.<br /><br />A creepy film; worth seeing!",0,1
"There's not really that much wrong with Crash of the Moons. Basically it's a few episodes of Rocky Jones, Space Ranger merged into a film. It is extremely dated, however. Winky's treatment of Vena is a good example of this. One has to remember that it was geared to be shown to children in the 1950's. In this respect, it succeeds. If you like children's sci-fi from the 1950's, go ahead and take a look at it. You'll see John Banner in a pre-sgt. Schultz role. He does a pretty good job in it. All in all, I'd give it a 6 out of 10. Not great, but not bad.",0,1
"This film was screen as part of the 2007 Sydney Mardi Gras Film Festival. I had no expectation of the film as someone else choose it for me.<br /><br />I actually like films that take time to develop, films that allow the characters to unfold and lets the story flow. Stillness is good. But this film though was just plain slow.<br /><br />Credit must go to the two main actors. There was a sense of tension between them as two totally different people, misfits really, come together in a very awkward way. There were tender moments and sadness as we learned more about them.<br /><br />I also liked the setting and the way it was shot. It was claustrophobic and monochrome and it added to the film's intimacy and reinforces the oddness of the characters.<br /><br />I just don't understand the ending. What was the point of it all?",0,1
"Fox's ""The True Story Of Jesse James"" (1957) is a remarkably poor widescreen remake of their prestigious 1939 Tyrone Power/Henry Fonda classic ""Jesse James"". I'm not sure where the fault lies but the casting in this version of the two central characters, the uneven direction of Nicholas Ray and the ham-fisted screenplay must surely have something to do with it.<br /><br />In the late thirties and forties Tyrone Power was Fox's top leading man but in the fifties his star began to wane and studio head Darryl Zanuck started to groom newcomer Robert Wagner to take his place. This was a major error on Zanuck's part as Wagner proved to be a less than a suitable replacement. With the possible exceptions of ""Broken Lance"" (1954) and ""Between Heaven & Hell"" (1956) it is hard to think of Wagner distinguishing himself in anything! Also, Jeffrey Hunter was nothing more than a Fox contract player before being assigned to play Frank James to Wagner's Jesse in ""The True Story Of Jesse James"". Borrowed from the studio the previous year this actor's one distinguishing mark was his excellent and revealing performance in John Ford's classic ""The Searchers"". But his playing here, along with Wagner as the second half of the James Brothers, is nothing short of boring. Neither player bring any personality or colour to their respective roles. They totally miss the mark, lacking the charisma and appeal so vividly displayed by Power and Fonda in the original. The movie is also marred by too many flashbacks and with the all over the place screenplay Wagner, as the Robin Hood of the American west, comes across as a charmless introverted twit that you can feel no empathy for whatsoever. The supporting cast are hardly worth mentioning but it is a shame to see such a great actress as Agnes Moorhead barely getting a look in as Ma James.<br /><br />The best aspects of this uninvolving so-so western is the wonderful Cinemascope/Colour cinematography by the great Joe McDonald and the excellent music score by the underrated and little known composer Leigh Harline!",0,1
We've all seen this story a hundred times. You can see each plot turn coming a mile away. The relationship between the mother and daughter is way too sweet and understanding to pass for realistic. Janet Mcteer's performance is stock southern hot- ticket mother in vintage clothes. Should have been made for the Lifetime Channel.,0,1
"The one sheets and newspaper campaign suggested (as often they did) a far more lurid and violent piece than showed up on the drive-in screens. Claude Brook is actually an Americanization of Claudio Brook, who worked in films for years. This one's quite hard to find anymore; I'd love to see it again to compare it to other international horrors of the day, but don't remember particularly impressed way back when. Chances are it was a chopped up version that made it to U.S. theatres and video. But oh, that one sheet...still a gem of my later horror collection.",0,1
"When I began watching The Muppets Take Manhattan, the choppy presentation and dialogue had me convinced I was watching something recent, so you can imagine my surprise when I came to the IMDb and read that it was made in 1984. Jim Henson may have ended The Muppet Show when it was at its peak, but spin offs like this and Muppet Babies (which apparently is based upon a very terrible sequence in this film) are the absolute nadir of all things Muppet. I used to wonder why Muppets attracted such derision from such film reviewers as Mr. Cranky, so I am glad that The Muppets Take Manhattan (henceforth: TMTM) set me straight on that one. Of course, many series have had a massive drop off in quality when the third episode came around: Aliens, RoboCop, The Evil Dead, even Night Of The Living Dead. So while it is no surprise that TMTM is less than The Muppet Movie or The Great Muppet Caper, the surprise lies entirely in how much less than the awesome debut or its slightly lesser follow-up TMTM is. Not only is the music far less satisfying, the scenes that link it all together are utterly terrible.<br /><br />There are, of course, some redeeming and genuinely funny moments, but they are few and far between. The Swedish Chef is great in any scene he inhabits, so thank the spirit of small mercies that he appears in one sequence where his eccentricity is exploited to the fullest. The problem is that there are just no scenes that work. The story, such as it is, revolves around a Broadway musical Kermit is attempting to get produced. He goes through many trials and tribulations along the way, including the sneaking suspicion the viewer has that we have seen this all before. The biggest problem is that Kermit does not have a decent antagonist to work off this time. Charles Durning was cinematic gold as Doc Hopper, the proprietor of a fast food chain who wants to exploit Kermit for his business. Charles Grodin was dynamite as Nicky Holiday, a jewel thief the Muppets must fight in order to save Miss Piggy from a lifetime in prison. The saying is that a hero is only as good as his antagonist, and these two are at least half responsible for the greatness of the previous two films.<br /><br />Charles Grodin also highlights what is wrong with TMTM. Namely, the music sucks. The opening number of the Manhattan Melodies show that is at the centre of TMTM, to put it nicely, makes the drivel that now dominates the airwaves seem coordinated. I might just be letting my peculiar sensitivity to the sounds of words and phrases getting to me, but songs like The Rainbow Connection inspired tears of joy, not irritation. Grodin's big solo during The Great Muppet Caper, while not having the same resonation, he lifts the tone of the film eight steps on his own. He is all class. And if there is one thing TMTM could use, it is rising eight steps in addition to attaining a semblance of class. TMTM also feels severely time-compressed, with the story leaping from scene to scene without any consideration for making sense or giving the story cohesion. Maddox himself pointed out that transition and cohesion make a film feel like a coherent whole rather than a mess of thrown-together pieces. See if you can find them in TMTM.<br /><br />While TMTM does have its guest stars, they are either poorly utilised (Brooke Shields and John Landis), or totally out of their element (Liza Minelli, Dabney Coleman). To call this a waste of time for puppeteer and actor alike is flattery. The absence of an end credits routine is especially sore here, after Animal's ""go home"" postscript for The Muppet Movie in particular. Which highlights another problem. The characters are poorly written at best, with none of their individual quirks to be seen or heard. Animal shouts singular words at times, but they have nothing to do with the plot, or the conversation going on around him. Say what you will about set pieces designed to show off characters, but think of Animal's moment after eating the instant growth pills, or his ""sowwy"" after the incident when he pulled the window down on top of his fellow Muppets. Now see if you can remember a single memorable moment with an individual Muppet other than Swedish Chef's hilarious misunderstanding of three-dimensional film involving popcorn. Give up? Then you have proved my point.<br /><br />Given that Labyrinth, one of the Henson company's best and most timeless products outside of the Muppets, arrived some two years later, it makes TMTM all the more puzzling. Perhaps this misfire convinced Jim Henson to rethink his strategy regarding character development and usage. Or perhaps the misfire can be attributed to Frank Oz, who at the time had just finished working with George Lucas on what many would agree is the most childish episode in the original Star Wars saga. The writers were also involved with The Great Muppet Caper, so I will let them off the hook for this in spite of the fact that a script is one of the most essential pieces of a film. The production is also substantially improved here, with Muppets appearing capable of moving in ways that were previously beyond them. Had the story and script been better thought-out, TMTM might have been at least comparable to The Great Muppet Caper. As it stands now, it is a great answer to the question of whether Muppets write under the influence, or excrete.<br /><br />For that reason, I gave The Muppets Take Manhattan a three out of ten. Two to denote its actual quality, and a bonus for the Swedish Chef's moments. Without him, this film would be unwatchable.",0,1
"After seeing a heavily censored version of this movie on television years ago, I was curious to see the unedited version. I was surprised that it was more believable and well acted than I remembered, but one thing really stood out. I think other reviewers have mentioned this also, namely, what exactly is the nature and motivation of the Chris Sarandon character? Has he raped other victims before? Is he completely psychotic or an ""average"" sociopath? How did he expect to get away with his attack on the younger sister? Is this character at all credible, or is it just a matter of more background being necessary? He seems almost simultaneously to be an uncomfortably believable character, and too crazy to actually be able to hold on to a teaching job that puts him in contact with young, vulnerable girls. This seems to to be the biggest complaint of viewers in general. It has nothing to do with his performance, which is terrifyingly convincing.The movie occupies an uneasy position between sheer exploitation and a half way serious treatment of the subject, without quite settling into either mode. Not the worst movie ever made, but not all that good, either.",0,1
"This movie was the beatliest mormon movie made yet. It made the RM & Sons of Provo look like well done films! It was supposed to be funny from what I was told. The best part was the best actor in the movie-Travis Eberhard-if he wasn't in the movie it probably wouldn't have been made! He ruled!<br /><br />10. It wasn't funny 9. It was beat 8. It had Thurl Big T Bailey, who's character made no sense 7. It was made in Provo 6. It didn't make fun of Brokeback 5. It had Larry H. Miller in it 4. It was the 1st movie Clint Howard wasn't funny in 3. Gary Coleman chose the perfect movie 4 a comeback 2. They should have cast at Surreal Life auditions 1. It was made by Halestorm Entertainment!!",0,1
"The British Public School system did not evolve solely with the idea of educating the upper classes despite that popular and widespread misconception.It was designed to produce administrators and governors,civil servants and military men to run the British Colonies.These people were almost entirely recruited from the middle classes.When the Public Schools had begun to show their worth the scions of the aristocracy were sent to them rather than be educated at home by tutors and governesses as had previously been the case.They tended to favour the schools nearer ""Town"" so Eton and Harrow became particularly popular with that class of parent. The vast majority of Public Schools took their pupils from lower down the social scale.Tom Brown,perhaps the most famous Public School pupil ever,was the son of a country parson,not a belted earl. Thus in late 1960s England,a country in the throes of post-colonial guilt and shedding the last of its commitments to its former dependants as quickly as Harold Wilson could slip off his ""Gannex"" mac,Lindsay Anderson's ""If"" was greeted with cathartic joy by the chattering classes and mild bemusement by everyone else. It must be remembered that the so-called ""summer of love"" was followed by the ""October Revolution"" a non-event that left a few policemen in London with bruised heads and the U.S. Embassy with one or two broken windows,but achieved absolutely nothing. So when Mr Anderson's film reached the cinemas the disgruntled former revolutionaries revelled vicariously in what they saw as Mr Malcolm McDowell's glorious victory over an amorphous ""Them"" despite the fact that he was ruthlessly gunned down at the end,a fate that would have undoubtedly overtaken them had they succeeded in their attempts to get into the U.S.Embassy. The film told us nothing new about Public Schools,homosexuality,bullying cold showers,patrician sarcastic teachers,silly traditions.an all-too familiar list .It was declared to be an allegory comparing Britain to the corrupt,crumbling society represented by the school.Well,nearly forty years on the same schools are still flourishing,the British social system has not changed,the ""October Revolution"" has been long forgotten except by those involved on one side or the other and Mr Anderson has completed his ""State of the Country"" trilogy to no effect whatsoever. If by any chance you should wish to read a book about schoolboys who did buck the system rather more successfully than Mr McDowell and his friends and furthermore lived to tell the tale,find a copy of ""Stalky & Co.""written by the man whose much-maligned poem ""If"" lent it's name to Mr Anderson's film,a man born in colonial India,a man whose work is quietly being airbrushed out of our literary history.And do it before the chattering classes succeed in declaring him a non-person.Perhaps somebody should start a revolution about that.",0,1
"I suppose that today this film has relevance because it was an early Sofia Loren film. She was 19 years old when the film was made in 1953.<br /><br />I viewed this film because I wanted to see some of Sofia Loren's early work. I was surprised when she came on camera having had her skin bronzed over in brown makeup to resemble an Ethiopian princess. Surely, today, this would have been viewed as a slur and to be avoided in movie making. It actually became annoying watching Ms. Loren in skin color paint throughout the film.<br /><br />Yes, this film would have been better made if the real opera singers had made this movie. Then, the singing and the actual facial gestures of the real artists would have been apparent. I discount the comments by others about whether the real opera singers are older and heavier in weight.<br /><br />As beautiful as Ms. Loren was at age 19 and still is today, the film would have been better received as though it were being performed on the stage. After all, we don't see beautiful young people on stage with ""old opera singers"" back stage singing from behind the curtain! Do not discount the success of using heavy-weight opera singers. One only has to refer to the most artistically produced television commercial for the J. G. Wentworth Company with the opera singers on stage singing so professionally the praises of the company's product. This is one of the best and entertaining TV commercials produced to date.<br /><br />The quality of the movie print also makes this production of a somewhat lesser quality. The color ink has faded much and that can not be helped.<br /><br />To improve this film on DVD the production company should add English language subtitles so that we, who do not speak Italian, can know what the lyrics are saying. It would help the story and teach it more than the narrator giving 30 seconds of introduction to the scenes.<br /><br />Watch this film not because of the story of Aida nor the fact that this is an opera. Aside from Ms. Sofia Loren none of her co-actors are known nor remembered by this writer. Instead, watch this movie if you are a fan of Ms. Loren and wish to see her at age 19 -- no matter what the production is.<br /><br />Larry from Illinois",0,1
"An ear-splitting movie, a quasi-old-fashioned screwball romp designed to showcase singing star Madonna's comedic attributes. She does indeed go far out on the proverbial limb here playing a beyond-vivacious parolee attempting to prove she was framed for murder (a body was found in the trunk of her car after she ran a red light...big laughs). After an energetic animated credits sequence--which is much more fun than the rest of the picture--we have nothing to look at but Madonna's black mascara and red lips set off by her platinum hair and pale complexion. What else is there? Griffin Dunne seems defeated playing Maddy's keeper, while the poor-choice supporting cast struggles to get laughs with lousy dialogue. It's an unfortunate set-back to the talents of director James Foley, who unwisely allows his star to run rampant in the spirit of the nutty slapstick films from the 1930s (but even Katharine Hepburn in ""Bringing Up Baby"" had a human side). Wretched. * from ****",0,1
"Gung Ho was a good idea, however it is to much to ask Americans viewers to understand the dynamics of American jobs and foreign competition.In this movie the main character Hunt Stevenson(Michael Keaton) goes to Japan and convinces a Japanese auto company to come to America and help his dying Pennslyvania town. Two things come at you.First why would a Japanese company come to America to make cars when they do so ,and so well at that? Secondly can anyone understand that American companies of all types go to third world nations to have their products made to escape American labor costs? It makes the film's premise then that the Number one maker of cars in the world would go to one of its' top competitors(aside from Germany)and put a plant there as unrealistic. Keaton was still in his comedy mode by this time. But he gives a credible performance all the same as he could prove that he could go from comedy to drama in a matter of seconds and still not embarrass himself but Director Ron Howard can't keep this from becoming a TV movie which it ends up being anyway because they have to give the unlikely story a happy ending the politics and problems of Japanese and American relations not withstanding. Gung Ho has a Happy Days and Laverne and Shirley feel to it as the producers of both TV shows made the film and then made the TV version of this movie as well which gives the film its' lightweight feel.The Japanese manager gets to love his American workers and feels he and other Japanese people can learnfrom Americans.His No.2 man Saito who supposedly doesn't like Americans all that much doesn't think so.I would have prefered all the Japanese characters been like Saito than the soft goofball characters they made the Japanese out to be.It would have made the film more interesting.",0,1
"This is not a good movie at all. I cannot believe that after fifty years, this movie gets the National Award when there have been such gems from Marathi cinema that have been so systematically ignored. This is a very overrated movie that got very, very lucky. It was given the National Award, harvested the popular opinion and now is going to represent India before the international audience. Anyone with even a marginal understanding of good, quality cinema will know very well that this will not even be nominated at the Oscars.<br /><br />I cannot understand where to start. There are just so many things that are wrong and lacking in this movie that it amazing it even got considered for the National Award. That this movie is awarded as the best movie to come out this year goes to show the biased judgment of people who hold the reins of Indian cinema and the diminutive understanding of the people who blindly appreciate this movie.<br /><br />The topic chosen is great. It is important that such movies be made  but only by people who are able to handle them. Sandeep Sawant does not measure up to the task  not even close. His direction is jumpy, confused. There is no clear thought process. He tries, but is not able to explore the depth of the characters, especially the grandfather. He is not able to show the initial horror, anxiety and then hopeless detachment and yet the insurmountable courage of the grandfather. He wastes our time in the hospital when we should have been shown the time pair spend together. He is trying to cram in everything without any priorities. He does not understand his subject properly and that really counts against him.<br /><br />However, the cast does not help Sawant either. Worst job  Amruta Shubash. She is a terrible actor and a terrible choice for this or any sensible acting job. How did she get 'Tee Phulrani'? Extremely lucky and/or extremely influential and/or extremely pitiful casting. Having said that, she goes out of her way to do an even terrible job in this movie. Her act of the MSW should have gone to the more responsible actor  Sonali Kulkarni. Amruta Subhash did not understand it. MSW's work under constant emotional stress and yet it is important for them to project a calm, strong exterior, as this is reassuring to the patients. Amruta Subhash's Asawari seems even more scared and in need of support than the people she is working for.<br /><br />Second worst  Arun Nalawade. I have never seen a more wooden face in Marathi film industry (it is abound and everywhere in today's Hindi cinema though). He is the producer and so he chose himself; no second thought, no consideration. Any good actor would have jumped to play this role even if he had to pay the producer's to do it, but Arun Nalawade would not let anyone else do it. Over ambitious and obtuse, he contributes to bring down the movie more than everyone else combined. His acting lacks research and even the basic acting skills. My choice for this role would be Vikram Gokhale.<br /><br />The music is uninspired. The movie is technically lacking. It could well have been an FTII project job.<br /><br />On the up side; brilliant performance by Ashwin Chitale. It is amazing that such a young boy could give such a respectable performance. He put many of today's actors to shame. Unintentionally maybe, but he brought his own innocence to his character and that made it a memorable performance. Also, Sandeep Kulkarni really gave a very believable performance. Really put in all his efforts and it shows. The script too is well written.<br /><br />'Shoestring budget' cannot be a valid argument to praise this movie. Lack of funds dogs all of the Marathi movies. Cricket and Hindi movies sponge all the money and the rest are left to fight for the scraps. It is a sorry state of affairs but yet not reason enough to praise any immature movie that comes out. 'Doghi' was brilliant movie and it too was made on a shoestring budget. 'Doghi' also lacked technically but it was well researched and well made. It was abound in details and supported by wonderful performances by everyone and that made it rich cinema. Why did it not receive the accolades it so very deserved?  only proves my point of biased judgment.<br /><br />Lack of research and not of funds, is what makes 'Shwaas' such a bad movie.",0,1
"W. Somerset Maugham's Of Human Bondage is supposed to be a English language classic. If so, much must have been missing from the film version here. Phillip's (Leslie Howard) attraction to Mildred (Bette Davis) is so utterly inexplicable as to make the scenario seem like the post-breakup retelling of a relationship from the man's point of view. Being a family lawyer I've heard many such accounts; the man depicts himself as noble and always correct, and the woman is a hellion who has had no other objective than to exploit the man.<br /><br />Indeed, unless one is willing to laugh at the social assumptions of the film maker, this is an uncomfortable movie to watch. Phillip even indulges Mildred when she brings over a baby of indeterminate paternity, but the real high point comes when Phillip allows Mildred - enraged and now of dubious sanity - the free run of his flat, with predictable results. Bette Davis was attractive for about five years of her life, but that period didn't occur here. In fact, by the end of the movie she looks a lot like the Baby Jane character she would play thirty years later.<br /><br />I note how Howard's character is always impeccably dressed and groomed. It tells me that Phillip craves middle class respectability. Someone like that could not run from a woman with a course Cockney accent fast enough. Phillip is, for most of the movie, a student; such a person would have been more believable if he had been younger, and had the disheveled looks that bespeak the low income and the low self esteem that often accompanies student status - an English Raskolnikov, as it will. And balanced that by allowing Mildred a modicum of charm.",0,1
"To call a film about a crippled ghost taking revenge from beyond the grave lame and lifeless would be too ironical but this here is an undeniably undistinguished combination of GASLIGHT (1939 & 1944) via LES DIABOLIQUES (1954); while still watchable in itself, it's so cliché-ridden as to provoke chuckles instead of the intended chills. However, thanks to the dire straits in which the British film industry found itself in the late 1970s, even a mediocre script such as this one was able to attract 10 star names - Cliff Robertson (as the conniving husband), Jean Simmons (in the title role), Jenny Agutter (as Robertson's artist half-sister), Simon Ward (as the enigmatic chauffeur), Ron Moody (as an ill-fated doctor), Michael Jayston (as Robertson's business partner), Judy Geeson (as Simmons' best friend and Jayston's wife), Flora Robson (as the housekeeper), David Tomlinson (as the notary reading Simmons' will) and, most surprisingly perhaps, Jack Warner (as a gravestone sculptor) - although most of them actually have nothing parts, I'm sorry to say!",0,1
I have seen this movie and I did not care for this movie anyhow. I would not think about going to Paris because I do not like this country and its national capital. I do not like to learn french anyhow because I do not understand their language. Why would I go to France when I rather go to Germany or the United Kingdom? Germany and the United Kingdom are the nations I tolerate. Apparently the Olsen Twins do not understand the French language just like me. Therefore I will not bother the France trip no matter what. I might as well stick to the United Kingdom and meet single women and play video games if there is a video arcade. That is all.,0,1
"This movie could have been so much better, especially considering the talent. Larenz Tate's portrayal of Frankie Lymon was not good, especially in musical performances. He doesn't lip sync well and his stage mannerisms are Larenz Tate, when he should have been Frankie Lymon. The portrayal of the women as a bunch of gold diggers has Hollywood written all over it. The powers that be obviously pushed it, but it only made the characters more unrealistic. The positives of the movie were Miguel Nunez's portrayal of Little Richard, and the cameo of Little Richard himself. Lela Rochon is eye candy, as usual, even in a conservative role. It's too bad that the talents of Halle Berry and Vivica A. Fox were wasted. The whole Frankie Lymon saga was fascinating in real life. Too bad this film was a wasted opportunity.",0,1
"One of the most disgusting films I have ever seen. I wanted to vomit after watching it. I saw this movie in my American History class and the purpose was to see an incite on the life of a farmer in the West during the late 1800's. What we saw were pigs being shot and then slaughtered, human birth, branding. Oh and at the end there was a live birth of a calf and let me tell you that the birth itself wasn't too bad, but the numerous fluids that came out drove most people in my class to the bathroom. The story itself was OK. The premise of the story is a widow and her daughter and they move to the west to be a house keeper of this cowboy. They live a life of hardship and it is an interesting a pretty accurate view of life in the West during the late 1800's. But if you have a choice, do not see this movie.",0,1
"For years I remember reading about this show ""Trouble With Tracy"" in the TV Guide. CFTO-TV Toronto every Saturday morning at 6 am! I lived about a two-hour drive north of Toronto and we couldn't get CFTO, but you know how it is - we always want what we can't have.<br /><br />Well, I knew what I wanted and what I wanted was to see what this ""Trouble With Tracy"" was all about. Did it have a beautiful girl in the starring role? Was there nudity? Was there suspense? Was it a comedy? It would've been fine if there was some promotion of the show. At least I could've known what I was missing. But, NO! The mystery drove me bonkers, until CTV affiliate CKCO built a re-transmitter in Wiarton, Ontario and began to broadcast ""Trouble With Tracy"" at the same time as CFTO....Saturday mornings at 6 am!! One Saturday morning I got up and turned the TV on at 5:59 and at last I got to see what ""The Trouble With Tracy"" was. Yes, the ""Trouble With Tracy"" was that it was Canadian content and stuck in the harmless 6 am spot so no one would ever see how awful it was.<br /><br />Talented Canadian Actor Steve Weston died a few years afterward, but many would argue he effectively ""died"" the first time he appeared on this show. When I saw it for the first time that cold Saturday morning and fell despondent back into my bed, part of me died, too.",0,1
"A little while ago, I stumbled upon this DVD while browsing Netflix, and with such an impressive cast, decided to give it a go.<br /><br />Never before have I seen a movie try to be a new version of an existing great movie (Scarface) and failing so spectacularly.<br /><br />The main issue seems to be a complete misunderstanding of what the story should be. In Scarface, Tony Montana was the self-proclaimed ""bad guy."" His spectacular rise and eventual downfall wasn't sad, it was a great (and the only logical ending) to someone who lived such a life.<br /><br />Damian Chapa, as director, writer, and lead actor, sees Kilo as some sort of hero, or at least a complicated guy. However he doesn't want to do the grunt work of creating a realistic, sympathetic character. He was raised by a white mother, except for the six months of his childhood where his father, a gangster himself, showed him his life. For reasons never fully explained or even really mentioned, he decides he wants to be a drug dealer, and actually drives to the bad part of town, approaches two dealers and says, ""Hey, I'd like to buy some drugs."" He drops his father's name, and in apparently no time they are not only rich, the two guys who are supplying him are acting subserviently to him for reasons, again, never explained.<br /><br />Chapa wants you to feel bad when his character is sentenced to prison when a police informant lies about him. However, since he's dealt large quantities of drugs before, why should one feel sympathy for him going to jail for it this time? The most obvious case of Chapa wanting to be the good guy is in his prison execution of a White Supremacist/rapist played by Gary Busey. In Scarface, Tony Montana kills someone in prison because he pretty much has to in order to elevate himself, it's done, he moves on. But in this case they ham-handedly have to make Busey not only a rapist/pedophile but also a White supremacist. A little overkill, don't you think? I won't go into detail in this regard too much more, but their desperate message of ""PLEASE LIKE ME! I'M A COMPLICATED GANGSTER!"" fails on every level. Try as they might, I didn't feel bad, conflicted, or sympathetic when his buddies are killed (following a shootout), his wife is also killed (shortly after she called him out on being a lousy father, and during an attempted escape when he decided it'd be OK to ride right next to a car filled with gunmen while his wife is in the car), and his eventual demise.<br /><br />Suffice it to say his acting can be fairly summed up as lousy, his only achievement bringing the term ""wooden"" to starry new heights. Busey should be credited for actually putting effort into his ridiculous role. Tiny Lister did well. Stacy Keach is playing his warden from Prison Break role. Robert Wagner is coasting for a paycheck. Faye Dunaway, while a touch dramatic, still turns in a performance better than this movie deserved. Brad Dourif is in the film for about two minutes and does what he can. And to give the film credit, it does one-up Scarface in one way - Jennifer Tilly now holds the title of ""Most Ridiculous Attempt at a Hispanic Accent."" (Sorry Robert Loggia.) In short, this movie had an interesting premise, but a poor story arc, unsympathetic characters, and hit-or-miss performances. I'd advise Mr. Chapa to ease up on the forced sympathy next time - really, we don't need to like your character, we just need to be interested. Better luck next time.",0,1
"If this movie was about a fictional character, the movie could stand on its own and be judged objectively. Unfortunately for the viewer, the movie is based on ""facts"" that are shaded very unfairly toward Ruben Carter. Many of the smaller facts were disregarded (Carter was NOT number one contender at the time of the murders, there is no proof at all that he saved a friend from a child molester in his youth), but some of the larger facts, like apparently being robbed of a decision to Joey Giardello because of ""racist"" judges, is inexcusable to those of us who have seen the fight on tape, and completely disrespectful to Giardello. Why Hollywood feels the need to make a hero out of someone who, at best, was in trouble and around trouble much more than any normal person should be (was arrested multiple times for beating women) is strange to me. Ruben Carter was never, by viewing his actions in the 60's and even now, when he refuses to speak to his son, a person that people can look up to. Everyone knows that Jewison can direct, and Washington can act, but why they chose this story as their vehicle is beyond me. Is Hollywood so much in need of a black hero that they need to bend the truth in all of their bio pics to make them believable? (Heres a suggestion How about Denzel playing a movie about himself? Now thats inspirational) Based on all of the inaccuracies in the movie, I would suggest passing on this one.",0,1
"Follow-up to 1973's far better ""Cleopatra Jones"" has statuesque black actress Tamara Dobson returning to her signature role as chic, super-tough narcotics agent, here busting a heroin ring in Hong Kong. Cross-pollination of blaxploitation action-flick and kung-fu B-movie is fun at the outset but eventually flags. The shoot-out finale is right off the assembly-line, and Dobson herself seems less energetic than before (she's still sexy, and she puts a unique spin on her comically-stilted dialogue, but these surroundings may have been too much of one thing for her--she's jaded). Stella Stevens plays the villainess this time; she's good, but can't match Shelley Winters in the predecessor. ** from ****",0,1
